sample #',V5',V2'
571170,970,1029
571180,973,1029
571190,972,1030
571200,969,1029
571210,978,1043
571220,1108,1085
571230,1226,1088
571240,968,1014
571250,963,1028
571260,954,1019
571270,949,1015
571280,939,1012
571290,927,1003
571300,923,998
571310,919,997
571320,923,1006
571330,943,1024
571340,958,1045
571350,962,1043
571360,966,1042
571370,966,1042
571380,958,1040
571390,964,1039
571400,967,1043
571410,967,1038
571420,964,1042
571430,969,1043
571440,972,1036
571450,981,1038
571460,971,1034
571470,966,1029
571480,973,1029
571490,974,1034
571500,973,1037
571510,1090,1078
571520,1262,1155
571530,964,991
571540,960,1036
571550,957,1029
571560,947,1025
571570,941,1023
571580,935,1021
571590,927,1014
571600,932,1013
571610,937,1021
571620,942,1027
571630,961,1040
571640,974,1051
571650,973,1050
571660,974,1047
571670,972,1045
571680,966,1041
571690,970,1043
571700,972,1047
571710,967,1045
571720,973,1044
571730,973,1043
571740,967,1041
571750,967,1044
571760,977,1040
571770,985,1036
571780,984,1035
571790,979,1035
571800,987,1036
571810,1025,1087
571820,1012,1057
571830,978,1065
571840,991,1072
571850,951,960
571860,967,1024
571870,975,1023
571880,980,1026
571890,982,1022
571900,987,1021
571910,991,1025
571920,992,1025
571930,996,1033
571940,1004,1039
571950,997,1047
571960,989,1052
571970,985,1052
571980,978,1042
571990,976,1041
572000,975,1043
572010,971,1040
572020,973,1042
572030,973,1042
572040,970,1038
572050,971,1037
572060,969,1038
572070,963,1039
572080,965,1040
572090,980,1040
572100,1108,1204
572110,1004,1067
572120,959,1046
572130,873,1014
572140,877,952
572150,945,918
572160,974,999
572170,984,1014
572180,1001,1043
572190,1008,1049
572200,1014,1056
572210,1022,1069
572220,1025,1074
572230,1031,1087
572240,1027,1095
572250,1012,1089
572260,997,1081
572270,989,1068
572280,980,1055
572290,981,1050
572300,977,1047
572310,972,1044
572320,973,1044
572330,973,1044
572340,966,1038
572350,968,1039
572360,967,1039
572370,962,1037
572380,968,1036
572390,982,1044
572400,1018,1095
572410,983,1067
572420,953,1051
572430,885,1024
572440,878,961
572450,941,918
572460,974,1001
572470,982,1010
572480,995,1037
572490,1000,1043
572500,1008,1051
572510,1012,1060
572520,1009,1068
572530,1015,1075
572540,1019,1087
572550,1015,1094
572560,1006,1097
572570,993,1092
572580,980,1073
572590,977,1064
572600,975,1059
572610,966,1051
572620,968,1048
572630,967,1048
572640,961,1041
572650,964,1040
572660,960,1038
572670,955,1035
572680,958,1034
572690,962,1037
572700,964,1036
572710,1041,1176
572720,986,1069
572730,946,1046
572740,863,1024
572750,859,960
572760,933,927
572770,977,1006
572780,992,1021
572790,990,1038
572800,993,1046
572810,997,1054
572820,1000,1058
572830,1008,1069
572840,1016,1084
572850,1016,1095
572860,1015,1103
572870,1005,1102
572880,984,1083
572890,979,1071
572900,975,1061
572910,965,1049
572920,966,1047
572930,962,1047
572940,955,1041
572950,958,1040
572960,955,1038
572970,954,1035
572980,957,1034
572990,962,1040
573000,1196,1162
573010,990,1076
573020,947,1051
573030,856,1021
573040,854,943
573050,938,926
573060,962,1006
573070,971,1024
573080,989,1060
573090,998,1059
573100,1012,1066
573110,1014,1077
573120,1012,1084
573130,1019,1097
573140,1026,1110
573150,1011,1110
573160,1001,1100
573170,991,1083
573180,979,1065
573190,973,1057
573200,971,1056
573210,968,1051
573220,966,1050
573230,965,1051
573240,962,1043
573250,966,1044
573260,968,1046
573270,966,1044
573280,1182,1145
573290,1001,1083
573300,956,1053
573310,872,1025
573320,860,965
573330,921,895
573340,978,1003
573350,990,1019
573360,1001,1046
573370,1012,1057
573380,1015,1066
573390,1016,1072
573400,1026,1088
573410,1039,1103
573420,1049,1113
573430,1040,1117
573440,1018,1100
573450,1000,1075
573460,996,1061
573470,992,1054
573480,986,1048
573490,985,1045
573500,985,1047
573510,978,1040
573520,983,1039
573530,981,1041
573540,976,1039
573550,980,1042
573560,1065,1057
573570,1013,1077
573580,969,1043
573590,902,1017
573600,856,963
573610,892,907
573620,975,948
573630,997,1007
573640,1008,1032
573650,1024,1055
573660,1024,1061
573670,1033,1069
573680,1042,1081
573690,1045,1091
573700,1050,1109
573710,1046,1118
573720,1030,1107
573730,1013,1089
573740,1005,1074
573750,1002,1057
573760,1009,1052
573770,996,1047
573780,986,1039
573790,986,1034
573800,987,1036
573810,980,1032
573820,981,1031
573830,981,1034
573840,996,1049
573850,1135,1080
573860,1134,1036
573870,973,1017
573880,972,1025
573890,967,1025
573900,958,1018
573910,951,1012
573920,946,1008
573930,936,1000
573940,933,996
573950,937,1003
573960,943,1013
573970,965,1031
573980,979,1045
573990,980,1045
574000,984,1041
574010,979,1043
574020,975,1041
574030,979,1041
574040,980,1042
574050,978,1038
574060,979,1040
574070,976,1045
574080,972,1038
574090,986,1038
574100,993,1043
574110,974,1034
574120,978,1031
574130,978,1035
574140,985,1036
574150,1025,1089
574160,1048,1085
574170,1149,1109
574180,989,957
574190,968,1027
574200,965,1019
574210,970,1023
574220,965,1024
574230,961,1017
574240,962,1014
574250,963,1017
574260,966,1019
574270,972,1028
574280,984,1046
574290,984,1053
574300,987,1054
574310,981,1048
574320,977,1042
574330,971,1039
574340,971,1045
574350,969,1043
574360,970,1043
574370,972,1045
574380,967,1036
574390,968,1038
574400,966,1043
574410,966,1036
574420,977,1036
574430,987,1044
574440,1159,1197
574450,998,1062
574460,961,1039
574470,874,1018
574480,851,952
574490,907,911
574500,972,975
574510,980,1016
574520,986,1040
574530,992,1046
574540,1004,1053
574550,1011,1062
574560,1015,1064
574570,1020,1075
574580,1024,1089
574590,1015,1095
574600,1010,1090
574610,991,1082
574620,975,1067
574630,971,1059
574640,966,1052
574650,960,1046
574660,964,1044
574670,962,1045
574680,955,1043
574690,955,1042
574700,957,1042
574710,952,1037
574720,953,1034
574730,952,1037
574740,954,1033
574750,966,1043
574760,1003,1098
574770,977,1055
574780,941,1037
574790,853,1006
574800,857,930
574810,934,912
574820,964,997
574830,966,1013
574840,984,1040
574850,988,1049
574860,986,1055
574870,998,1065
574880,1001,1075
574890,996,1083
574900,994,1092
574910,983,1093
574920,966,1079
574930,958,1064
574940,955,1056
574950,949,1046
574960,951,1043
574970,950,1041
574980,945,1040
574990,947,1040
575000,945,1038
575010,938,1031
575020,944,1032
575030,943,1035
575040,942,1031
575050,998,1043
575060,985,1075
575070,943,1044
575080,871,1025
575090,837,973
575100,899,889
575110,967,996
575120,965,1011
575130,974,1037
575140,982,1047
575150,986,1055
575160,985,1062
575170,993,1077
575180,996,1096
575190,994,1100
575200,982,1098
575210,969,1084
575220,955,1065
575230,951,1056
575240,949,1051
575250,939,1045
575260,941,1041
575270,937,1039
575280,935,1039
575290,936,1035
575300,933,1035
575310,931,1032
575320,937,1032
575330,1000,1045
575340,972,1071
575350,930,1042
575360,847,1019
575370,826,953
575380,886,887
575390,940,992
575400,944,1011
575410,959,1040
575420,974,1049
575430,987,1054
575440,981,1060
575450,984,1073
575460,988,1080
575470,994,1095
575480,988,1104
575490,972,1093
575500,961,1078
575510,955,1064
575520,945,1051
575530,943,1044
575540,940,1045
575550,935,1038
575560,931,1038
575570,927,1038
575580,925,1035
575590,928,1031
575600,929,1033
575610,942,1035
575620,977,1077
575630,929,1040
575640,851,1017
575650,811,958
575660,861,888
575670,925,977
575680,943,1002
575690,955,1037
575700,961,1044
575710,967,1051
575720,972,1067
575730,971,1074
575740,990,1082
575750,1005,1098
575760,993,1107
575770,975,1096
575780,962,1082
575790,946,1060
575800,948,1045
575810,944,1042
575820,938,1036
575830,938,1036
575840,934,1035
575850,931,1030
575860,932,1029
575870,930,1031
575880,925,1028
575890,930,1028
575900,1143,1104
575910,955,1068
575920,914,1037
575930,836,1009
575940,820,944
575950,877,872
575960,935,979
575970,944,1000
575980,961,1031
575990,969,1049
576000,973,1052
576010,981,1058
576020,986,1075
576030,988,1082
576040,1001,1099
576050,1001,1113
576060,981,1112
576070,971,1089
576080,968,1072
576090,962,1055
576100,948,1044
576110,943,1044
576120,938,1039
576130,939,1037
576140,937,1040
576150,934,1035
576160,935,1036
576170,937,1040
576180,977,1067
576190,1299,1194
576200,990,965
576210,923,1031
576220,926,1031
576230,921,1025
576240,910,1021
576250,911,1016
576260,904,1013
576270,895,1006
576280,893,1005
576290,899,1009
576300,908,1021
576310,926,1041
576320,945,1056
576330,946,1057
576340,948,1055
576350,944,1053
576360,942,1047
576370,946,1047
576380,945,1049
576390,942,1045
576400,941,1050
576410,941,1047
576420,950,1046
576430,956,1044
576440,943,1043
576450,943,1036
576460,946,1038
576470,949,1042
576480,1095,1067
576490,1059,1113
576500,1189,1144
576510,936,972
576520,933,1032
576530,933,1029
576540,926,1023
576550,926,1023
576560,924,1020
576570,918,1011
576580,918,1012
576590,917,1014
576600,922,1017
576610,937,1030
576620,949,1047
576630,955,1052
576640,956,1054
576650,957,1052
576660,953,1045
576670,951,1046
576680,950,1047
576690,948,1048
576700,952,1049
576710,953,1050
576720,947,1044
576730,952,1044
576740,947,1049
576750,947,1044
576760,959,1043
576770,971,1046
576780,961,1039
576790,1025,1046
576800,1002,1081
576810,984,1051
576820,940,1043
576830,857,1021
576840,893,986
576850,969,978
576860,960,1015
576870,971,1038
576880,983,1042
576890,992,1047
576900,994,1045
576910,1004,1053
576920,1008,1061
576930,1011,1066
576940,1010,1076
576950,999,1077
576960,982,1072
576970,976,1064
576980,968,1061
576990,963,1050
577000,963,1049
577010,962,1050
577020,960,1048
577030,963,1047
577040,963,1048
577050,960,1044
577060,961,1044
577070,958,1045
577080,952,1046
577090,966,1049
577100,1015,1138
577110,1000,1069
577120,949,1048
577130,869,1015
577140,865,942
577150,939,914
577160,973,1002
577170,973,1015
577180,991,1047
577190,997,1053
577200,998,1061
577210,1008,1072
577220,1009,1084
577230,1009,1095
577240,1007,1101
577250,999,1098
577260,981,1076
577270,976,1062
577280,971,1056
577290,964,1048
577300,965,1046
577310,962,1045
577320,956,1041
577330,957,1042
577340,957,1040
577350,951,1038
577360,953,1033
577370,954,1038
577380,981,1043
577390,997,1078
577400,949,1054
577410,875,1030
577420,842,962
577430,912,890
577440,954,992
577450,963,1009
577460,981,1043
577470,987,1049
577480,994,1057
577490,996,1067
577500,1002,1074
577510,1010,1088
577520,1011,1104
577530,1001,1106
577540,990,1092
577550,980,1076
577560,971,1056
577570,967,1050
577580,964,1046
577590,958,1042
577600,958,1041
577610,953,1038
577620,950,1033
577630,950,1032
577640,950,1035
577650,948,1031
577660,956,1035
577670,1035,1167
577680,962,1048
577690,894,1014
577700,822,973
577710,851,896
577720,940,957
577730,961,1010
577740,981,1041
577750,1003,1056
577760,997,1059
577770,995,1061
577780,1007,1072
577790,1013,1088
577800,1016,1100
577810,1014,1102
577820,999,1096
577830,981,1076
577840,977,1060
577850,968,1051
577860,960,1041
577870,961,1038
577880,957,1038
577890,950,1031
577900,951,1032
577910,952,1030
577920,946,1030
577930,949,1027
577940,951,1031
577950,1070,1040
577960,986,1064
577970,957,1039
577980,867,1009
577990,848,952
578000,896,884
578010,952,984
578020,971,1008
578030,981,1037
578040,986,1045
578050,992,1055
578060,994,1065
578070,1003,1067
578080,1023,1082
578090,1018,1095
578100,1005,1094
578110,997,1088
578120,984,1077
578130,973,1056
578140,969,1045
578150,966,1041
578160,958,1035
578170,959,1034
578180,957,1034
578190,951,1030
578200,954,1028
578210,953,1030
578220,952,1026
578230,955,1027
578240,1143,1106
578250,980,1057
578260,935,1029
578270,853,999
578280,856,919
578290,939,924
578300,970,996
578310,973,1009
578320,991,1035
578330,993,1044
578340,996,1048
578350,1002,1059
578360,1009,1073
578370,1013,1083
578380,1016,1099
578390,1015,1103
578400,1002,1086
578410,997,1070
578420,980,1053
578430,972,1040
578440,969,1037
578450,969,1036
578460,964,1030
578470,963,1030
578480,964,1031
578490,961,1028
578500,965,1028
578510,1022,1065
578520,1228,1133
578530,1028,1097
578540,961,1032
578550,953,1020
578560,946,1015
578570,939,1014
578580,925,1006
578590,923,1000
578600,917,1000
578610,912,997
578620,921,1004
578630,935,1022
578640,950,1036
578650,965,1043
578660,966,1046
578670,964,1040
578680,964,1037
578690,963,1039
578700,962,1036
578710,964,1036
578720,961,1043
578730,960,1037
578740,975,1034
578750,986,1036
578760,970,1031
578770,969,1027
578780,972,1030
578790,970,1027
578800,972,1029
578810,987,1050
578820,1112,1085
578830,1151,1032
578840,990,1017
578850,972,1037
578860,972,1032
578870,965,1029
578880,954,1022
578890,952,1016
578900,948,1014
578910,936,1010
578920,941,1012
578930,940,1018
578940,947,1024
578950,962,1039
578960,980,1053
578970,980,1056
578980,986,1052
578990,985,1051
579000,980,1046
579010,980,1046
579020,980,1050
579030,980,1049
579040,983,1045
579050,985,1045
579060,983,1042
579070,982,1043
579080,978,1047
579090,982,1038
579100,995,1038
579110,992,1040
579120,983,1034
579130,986,1036
579140,1086,1050
579150,1022,1074
579160,1015,1064
579170,1065,1066
579180,1026,1011
579190,961,995
579200,971,1029
579210,970,1019
579220,971,1021
579230,972,1024
579240,968,1021
579250,975,1023
579260,975,1024
579270,973,1025
579280,982,1032
579290,989,1047
579300,986,1052
579310,985,1052
579320,979,1050
579330,978,1043
579340,978,1043
579350,977,1045
579360,978,1042
579370,976,1042
579380,979,1043
579390,968,1037
579400,970,1043
579410,970,1042
579420,977,1037
579430,993,1041
579440,1022,1079
579450,995,1049
579460,962,1037
579470,878,1010
579480,878,947
579490,951,925
579500,985,1014
579510,982,1021
579520,1000,1039
579530,1007,1051
579540,1011,1054
579550,1019,1063
579560,1026,1075
579570,1024,1080
579580,1018,1083
579590,1005,1079
579600,985,1064
579610,981,1053
579620,979,1046
579630,972,1039
579640,972,1036
579650,971,1037
579660,967,1033
579670,963,1032
579680,962,1032
579690,955,1030
579700,958,1027
579710,959,1032
579720,963,1041
579730,1007,1085
579740,983,1052
579750,944,1034
579760,862,997
579770,879,928
579780,954,947
579790,977,997
579800,981,1024
579810,991,1040
579820,998,1048
579830,1003,1061
579840,1010,1072
579850,1013,1087
579860,1014,1099
579870,998,1090
579880,987,1073
579890,979,1061
579900,972,1047
579910,971,1041
579920,972,1042
579930,965,1038
579940,960,1038
579950,962,1039
579960,957,1035
579970,957,1032
579980,958,1031
579990,955,1032
580000,962,1034
580010,1010,1132
580020,976,1054
580030,920,1026
580040,835,1002
580050,847,926
580060,944,918
580070,981,1012
580080,981,1025
580090,998,1050
580100,1007,1058
580110,1011,1062
580120,1013,1069
580130,1020,1084
580140,1023,1091
580150,1023,1101
580160,1013,1101
580170,994,1082
580180,983,1067
580190,976,1056
580200,966,1045
580210,967,1042
580220,964,1044
580230,957,1037
580240,959,1035
580250,960,1032
